0,0,0,0,0,0,0.0953964249239645,0,0,0,0,0,0,0.461125897910619,0,0,0.00517358633005253,0,0,0,0,0,0.0147478604703223,0,0,0,0,0,0.288974282961712,0.110834379375091,0,0,0,0,0,0,0.00153450613240746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0676162138443191,0,0,0,0.0109128943650872,0,0,0,0,0,0,0,0,0.414767075217198,0,0.269040908222552,0.666755160493573,0,0.195436245441135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900068799728306,0,0,0,0,0,0,0,0,0,0,0.0511895437895656,0,0,0.0214510274588946,0,0,0,0,0,0.0157917721718687,0,0.0184491417815142,0.0355574128380334,0,0.0370731623388079,0,0,0,0.0103592989837497,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252416386281812,0,0,0,0.0142957085883784,0,1.60186917980371,0,0,1.1474976421771,0.527966345481217,0.00548986417767926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0915864378142621,0.0524081303594433,0,0.158244847210267,0,0,0,0,0,0,0,1.39447267806622,0,0,0,0.404535034052404,0,0,0,0.7430097660451,0,0,0,0,0,0,0,0,0.00815696778526328,0.003955370554583,0.00204960696734413,0.00290485785651658,0,0,0,0,0.0704064970446319,0.00221189825339438,0,0,0,0.0369874041843212,0.00601301246551355,0,0.00804025879757692,0,0,0,0,0,0,0,0.0983907943922107,0,0,0,0.0184333555547693,0,0,0,0.109364688825922,0,0,0,0,0,0,0,0,0.00448831305300171,0,0.00181223023686006,0,0
0,0,0,0,0,0.140326214036755,0,0,0.0320779919819216,0,0,0.00171147777022293,0,0,0.319039444631976,0,0,0,0,0,0,0,0,0.0444399035767333,0,0,0,0.00415195662695973,0,0,0,0,0,0.0250028795156983,0,0,0,0,0.280493968883525,0.633378100139494,0,0,0,0,0.00258593060161594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.140326214036755,0,0.04526230699837,0.42829857191045,0.00462661368213346,0.383017842214589,0,0.267873952267279,0.00333263076289212,0.00871333457424677,0.0401022610426272,0,0,0.00188007041068199,0,0,0,0,0,0,0,0,0,0.00108832630690645,0.00881216309184314,0,0,0.0822526875807955,0,0.0121938823521088,0.00953158908223202,0,0.0557174992573954,0,0.0916382747755929,0.0112057970624563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0953964249239645,0,0,0,0,0.04526230699837,0,0.0470824594819218,0,0.406746800908063,0,0,0,0.382226488710825,0,0,0.0114037901145105,0,0,0,0.00836938900486092,0,0.154444065771847,0,0,0,0,1.19858568846572,0.0178801982031009,0.328768797373026,0,0,0.0162971101148277,0,0,0,0.503442280353795,0.077245026642539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.42829857191045,0.0470824594819218,0,0,0.136534575309525,0,0.00427627761522884,0,0.337564621234146,0,0,0.0244922681995697,0,0,0,0.0040655239594094,0,0.0202080908259346,0,0,0.00438018636417261,0.000829762079916122,0.0645957205563372,0.0414062255275311,0,0,0.0260701631137939,0.00778923066621431,0.0162915786049917,0,0,0.320699724839261,0.00638318867318854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0676162138443191,0,0.0915864378142621,0.0320779919819216,0.00462661368213346,0,0,0,0,0,0.253719903969024,0,0,0.159759778422721,0,0,0,0,0.024184587673109,0,0.648696850703199,0,0.681541738708644,0.0677546173777411,0,0.0840810352679635,0.012326189806546,0.00104444079816339,0,0.0494413000177142,0,0,0,0,0,0.017155772884508,0,0.0802010681650656,0.0150522703921786,0,0,0.00253677997816217,0,0.107789317401482,0,0,0,0,0.424865862374275,0.00979427453327608,0,0.0184474486409936,0.00812174331050624,0,0.0140475027027851,0,0,0,0,0.0528544605510023,0,0.0642307097314614,0,0.0626729955185595,0,0,0.00250390807146102,0.0150810308240903,0,0,0.0160654259964827,0,0,0,0,0,0,0,0.00224245248158021,0,0
0,0,0,0.0524081303594433,0,0.383017842214589,0.406746800908063,0.136534575309525,0,0,0.000803538524546143,0.193435036040298,0,0.166048709897553,0,0,0,0.00537417491298708,0.00318766538602031,0.0343034715142168,0,0,0,0.00449398990087844,0,0.00463764790308939,0,0.214452021501858,0.0917977091597999,0,0,0.00325930916041731,0.00894579953774549,0.0379729207094672,0,0,0.175466757074553,0.00117167990193707,0.00881452602751641,0.00708749328141984,0,0,0,0,0.0127230868097589,0,0,0,0,0,0.0185095796096617,0,0.00293522326485277,0,0,0,0,0,0,0,0.0238742977589369,0,0,0,0,0,0,0,0.124746287210612,0,0,0,0,0,0,0.0012211317461752,0,0.0594682363553585,0,0.00647606698791468,0.00538744075075975,0
